UDI,Product ID,Type,Air temperature [K],Process temperature [K],Temperature difference [K],Rotational speed [rpm],Rotational speed (rad/s),Torque [Nm],Power (W),Tool wear [min],ToolWear_Torque,Machine failure,TWF,HDF,PWF,OSF,RNF,,,,,,,,,,,,,,,,
6242,L53421,L,301.1,310.5,9.4,1324,138.65,52.4,7265.21,171,8960.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6243,L53422,L,301,310.4,9.4,1476,154.57,43.6,6739.09,173,7542.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6244,L53423,L,301,310.4,9.4,2204,230.80,16.6,3831.32,175,2905,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6245,M21104,M,301,310.4,9.4,1665,174.36,30.9,5387.67,177,5469.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6246,L53425,L,300.9,310.4,9.5,1445,151.32,41.7,6310.05,180,7506,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6247,H35660,H,300.8,310.3,9.5,1457,152.58,46.8,7140.59,182,8517.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6248,L53427,L,300.8,310.2,9.4,1492,156.24,46.3,7234.00,187,8658.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6249,L53428,L,300.8,310.1,9.3,1405,147.13,61.2,9004.43,189,11566.8,1,0,0,1,1,0,,,,,,,,,,,,,,,,
6250,L53429,L,300.7,310.1,9.4,1542,161.48,35.5,5732.46,191,6780.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6251,L53430,L,300.8,310.2,9.4,1520,159.17,37.7,6000.86,193,7276.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6252,M21111,M,300.8,310.2,9.4,1598,167.34,36.5,6107.99,195,7117.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6253,L53432,L,300.8,310.3,9.5,1538,161.06,36.1,5814.23,198,7147.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6254,L53433,L,300.9,310.4,9.5,1615,169.12,30.9,5225.88,200,6180,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6255,L53434,L,301,310.5,9.5,1408,147.45,47,6929.93,202,9494,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6256,L53435,L,301,310.5,9.5,1379,144.41,57.3,8274.61,204,11689.2,1,0,0,0,1,0,,,,,,,,,,,,,,,,
6257,L53436,L,301,310.6,9.6,1493,156.35,37.8,5909.90,206,7786.8,1,1,0,0,0,0,,,,,,,,,,,,,,,,
6258,L53437,L,301.1,310.7,9.6,1376,144.09,49.1,7075.03,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6259,M21118,M,301.1,310.7,9.6,1583,165.77,40.7,6746.89,2,81.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6260,M21119,M,301.2,310.8,9.6,1396,146.19,47.4,6929.35,5,237,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6261,L53440,L,301.1,310.7,9.6,1436,150.38,45.3,6812.10,8,362.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6262,L53441,L,301.1,310.6,9.5,1417,148.39,47.6,7063.26,10,476,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6263,L53442,L,301,310.6,9.6,1641,171.85,33.4,5739.63,12,400.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6264,M21123,M,301,310.6,9.6,1698,177.81,27.3,4854.33,14,382.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6265,L53444,L,300.9,310.4,9.5,1541,161.37,39.1,6309.69,17,664.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6266,L53445,L,300.8,310.3,9.5,1383,144.83,46.6,6748.96,19,885.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6267,L53446,L,300.8,310.4,9.6,1368,143.26,46.8,6704.41,21,982.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6268,L53447,L,300.8,310.4,9.6,1570,164.41,35.2,5787.23,23,809.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6269,L53448,L,300.9,310.5,9.6,1616,169.23,33.5,5669.11,25,837.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6270,M21129,M,300.9,310.5,9.6,1444,151.22,43.2,6532.50,27,1166.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6271,L53450,L,300.9,310.4,9.5,2021,211.64,18.8,3978.81,30,564,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6272,M21131,M,300.9,310.5,9.6,1702,178.23,29.3,5222.23,32,937.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6273,M21132,M,301.1,310.6,9.5,1429,149.64,52.7,7886.27,35,1844.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6274,L53453,L,301.2,310.8,9.6,1711,179.18,28.9,5178.17,38,1098.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6275,M21134,M,301.2,310.7,9.5,1543,161.58,32.9,5316.07,40,1316,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6276,L53455,L,301.3,310.8,9.5,1628,170.48,32.2,5489.58,43,1384.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6277,L53456,L,301.2,310.8,9.6,1233,129.12,64.6,8341.12,45,2907,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6278,L53457,L,301.2,310.8,9.6,1461,153.00,40.6,6211.62,47,1908.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6279,L53458,L,301.2,310.7,9.5,1568,164.20,38.3,6288.88,49,1876.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6280,L53459,L,301.3,310.8,9.5,1432,149.96,54.4,8157.75,51,2774.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6281,M21140,M,301.2,310.7,9.5,1527,159.91,41.1,6572.18,53,2178.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6282,M21141,M,301.3,310.8,9.5,1455,152.37,41.2,6277.53,56,2307.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6283,M21142,M,301.3,310.8,9.5,1418,148.49,45.4,6741.56,59,2678.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6284,L53463,L,301.3,310.8,9.5,1719,180.01,29.5,5310.39,62,1829,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6285,M21144,M,301.2,310.8,9.6,1734,181.58,31.3,5683.58,64,2003.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6286,M21145,M,301.2,310.7,9.5,1426,149.33,46.1,6884.13,67,3088.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6287,L53466,L,301.1,310.6,9.5,1611,168.70,35.2,5938.36,70,2464,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6288,M21147,M,301.1,310.6,9.5,1479,154.88,41.1,6365.59,72,2959.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6289,L53468,L,301,310.5,9.5,1317,137.92,50.9,7019.92,75,3817.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6290,L53469,L,301,310.5,9.5,1248,130.69,61.4,8024.38,77,4727.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6291,L53470,L,301,310.5,9.5,1932,202.32,21.7,4390.31,79,1714.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6292,M21151,M,301.1,310.5,9.4,1547,162.00,35.8,5799.65,81,2899.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6293,L53472,L,301,310.4,9.4,1614,169.02,31.6,5340.96,84,2654.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6294,H35707,H,301,310.4,9.4,1512,158.34,44.9,7109.30,86,3861.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6295,L53474,L,301.1,310.5,9.4,1529,160.12,38.7,6196.51,91,3521.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6296,H35709,H,301.1,310.6,9.5,1782,186.61,24.9,4646.60,93,2315.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6297,L53476,L,301,310.5,9.5,1429,149.64,39.4,5895.99,98,3861.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6298,M21157,M,301.1,310.5,9.4,1309,137.08,60.7,8320.64,100,6070,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6299,L53478,L,301.1,310.5,9.4,1428,149.54,44.1,6594.71,103,4542.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6300,L53479,L,301.2,310.6,9.4,1385,145.04,49.2,7135.81,105,5166,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6301,L53480,L,301.2,310.7,9.5,1517,158.86,39.4,6259.08,107,4215.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6302,M21161,M,301.2,310.6,9.4,1576,165.04,39.6,6535.52,109,4316.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6303,L53482,L,301.2,310.6,9.4,1437,150.48,51.2,7704.69,112,5734.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6304,H35717,H,301.2,310.6,9.4,1457,152.58,50.5,7705.12,114,5757,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6305,L53484,L,301.1,310.5,9.4,1532,160.43,37.5,6016.15,119,4462.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6306,M21165,M,301.1,310.5,9.4,1603,167.87,32.6,5472.42,121,3944.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6307,L53486,L,301,310.4,9.4,1563,163.68,34.4,5630.49,124,4265.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6308,L53487,L,301,310.3,9.3,1617,169.33,34.5,5841.95,126,4347,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6309,M21168,M,300.8,310.1,9.3,1686,176.56,26.9,4749.40,128,3443.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6310,L53489,L,300.9,310.2,9.3,1382,144.72,50.4,7294.02,131,6602.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6311,L53490,L,300.9,310.1,9.2,2090,218.86,17.8,3895.78,133,2367.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6312,L53491,L,300.9,310.3,9.4,1446,151.42,44.5,6738.40,135,6007.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6313,M21172,M,300.9,310.2,9.3,1533,160.54,38.1,6116.40,137,5219.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6314,L53493,L,300.9,310.3,9.4,1440,150.80,47.6,7177.91,140,6664,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6315,M21174,M,301,310.4,9.4,1793,187.76,25,4694.06,142,3550,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6316,M21175,M,301,310.4,9.4,1517,158.86,46.1,7323.44,145,6684.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6317,L53496,L,300.9,310.4,9.5,1544,161.69,36,5820.74,148,5328,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6318,L53497,L,300.9,310.3,9.4,1321,138.33,48.8,6750.74,150,7320,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6319,M21178,M,300.9,310.3,9.4,1416,148.28,50.9,7547.61,152,7736.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6320,L53499,L,300.8,310.2,9.4,1514,158.55,40,6341.83,155,6200,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6321,M21180,M,300.8,310.2,9.4,1304,136.55,52.5,7169.11,157,8242.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6322,L53501,L,300.7,310.2,9.5,1286,134.67,64.9,8740.06,160,10384,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6323,M21182,M,300.7,310.1,9.4,1483,155.30,40.2,6243.04,162,6512.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6324,L53503,L,300.7,310.1,9.4,1351,141.48,46.9,6635.24,165,7738.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6325,M21184,M,300.7,310.1,9.4,1367,143.15,52.6,7529.79,167,8784.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6326,L53505,L,300.7,310.1,9.4,1721,180.22,32.3,5821.19,170,5491,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6327,L53506,L,300.6,310,9.4,1455,152.37,40.4,6155.64,172,6948.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6328,L53507,L,300.6,310,9.4,1425,149.23,49.5,7386.67,174,8613,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6329,L53508,L,300.7,310,9.3,1672,175.09,29.7,5200.22,176,5227.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6330,M21189,M,300.7,310,9.3,1641,171.85,34.6,5945.84,178,6158.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6331,M21190,M,300.5,310,9.5,1580,165.46,37,6121.92,181,6697,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6332,H35745,H,300.5,310,9.5,1495,156.56,47.4,7420.76,184,8721.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6333,M21192,M,300.5,309.9,9.4,1994,208.81,19.8,4134.46,189,3742.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6334,M21193,M,300.4,309.9,9.5,1415,148.18,31.8,4712.07,192,6105.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6335,M21194,M,300.4,309.8,9.4,1725,180.64,30.4,5491.50,195,5928,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6336,M21195,M,300.4,309.8,9.4,1430,149.75,43.4,6499.12,198,8593.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6337,L53516,L,300.4,309.8,9.4,1395,146.08,48.1,7026.64,201,9668.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6338,M21197,M,300.4,309.8,9.4,1435,150.27,43.6,6551.90,203,8850.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6339,L53518,L,300.4,309.9,9.5,1681,176.03,28.6,5034.57,206,5891.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6340,L53519,L,300.5,310,9.5,1451,151.95,48.6,7384.69,208,10108.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6341,H35754,H,300.5,309.9,9.4,1397,146.29,45.9,6714.87,210,9639,1,1,0,0,0,0,,,,,,,,,,,,,,,,
6342,M21201,M,300.4,309.8,9.4,1421,148.81,47.2,7023.68,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6343,M21202,M,300.3,309.8,9.5,1444,151.22,42,6351.04,3,126,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6344,L53523,L,300.2,309.8,9.6,1827,191.32,23,4400.43,6,138,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6345,H35758,H,300.2,309.8,9.6,1374,143.88,47.7,6863.31,8,381.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6346,L53525,L,300.2,309.8,9.6,1650,172.79,29.6,5114.51,13,384.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6347,L53526,L,300.2,309.7,9.5,1275,133.52,60.7,8104.52,15,910.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6348,L53527,L,300.2,309.7,9.5,1421,148.81,44.6,6636.78,17,758.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6349,L53528,L,300.2,309.8,9.6,1557,163.05,33.8,5511.04,19,642.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6350,L53529,L,300.1,309.8,9.7,1506,157.71,35.2,5551.32,21,739.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6351,L53530,L,300.1,309.7,9.6,1362,142.63,49.1,7003.05,23,1129.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6352,L53531,L,300,309.7,9.7,1542,161.48,47.1,7605.61,25,1177.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6353,L53532,L,300,309.6,9.6,1496,156.66,38.8,6078.44,27,1047.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6354,M21213,M,300,309.6,9.6,1491,156.14,42,6557.76,29,1218,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6355,L53534,L,300.1,309.6,9.5,1565,163.89,34.8,5703.25,32,1113.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6356,L53535,L,300.1,309.7,9.6,1481,155.09,37.9,5877.91,34,1288.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6357,M21216,M,300.1,309.7,9.6,1420,148.70,48.4,7197.18,36,1742.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6358,L53537,L,300.2,309.8,9.6,1398,146.40,54.8,8022.62,39,2137.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6359,M21218,M,300.2,309.8,9.6,1466,153.52,45.7,7015.83,41,1873.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6360,L53539,L,300.1,309.8,9.7,1430,149.75,56.7,8490.78,44,2494.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6361,L53540,L,300.1,309.7,9.6,1441,150.90,40.1,6051.14,46,1844.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6362,M21221,M,300.1,309.7,9.6,1348,141.16,57.3,8088.60,48,2750.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6363,L53542,L,300,309.6,9.6,1738,182.00,28.7,5223.48,51,1463.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6364,M21223,M,300,309.6,9.6,1618,169.44,36.2,6133.60,53,1918.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6365,M21224,M,299.9,309.6,9.7,1489,155.93,41.7,6502.19,56,2335.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6366,M21225,M,299.9,309.5,9.6,1412,147.86,57.9,8561.34,59,3416.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6367,M21226,M,299.9,309.5,9.6,2065,216.25,18.1,3914.06,62,1122.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6368,L53547,L,300,309.6,9.6,1571,164.51,33.1,5445.44,65,2151.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6369,M21228,M,300,309.6,9.6,1423,149.02,48.7,7257.09,67,3262.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6370,H35783,H,300,309.5,9.5,1781,186.51,24.9,4644.00,70,1743,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6371,L53550,L,300.1,309.6,9.5,1321,138.33,46.9,6487.90,75,3517.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6372,L53551,L,300.1,309.6,9.5,1546,161.90,36.7,5941.61,77,2825.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6373,M21232,M,300,309.5,9.5,1879,196.77,22.4,4407.61,79,1769.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6374,H35787,H,300,309.5,9.5,1735,181.69,28.9,5250.81,82,2369.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6375,L53554,L,300,309.5,9.5,1506,157.71,38.8,6119.07,87,3375.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6376,H35789,H,300,309.6,9.6,1629,170.59,32.3,5510.01,89,2874.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6377,L53556,L,300,309.6,9.6,1694,177.40,28.7,5091.24,94,2697.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6378,L53557,L,300.1,309.6,9.5,1541,161.37,37,5970.81,96,3552,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6379,L53558,L,300,309.6,9.6,1514,158.55,44.6,7071.14,98,4370.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6380,L53559,L,300.1,309.7,9.6,1485,155.51,45.9,7137.86,100,4590,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6381,L53560,L,300.2,309.8,9.6,1430,149.75,55,8236.21,102,5610,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6382,L53561,L,300.2,309.7,9.5,1771,185.46,27.1,5025.93,104,2818.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6383,L53562,L,300.2,309.8,9.6,1481,155.09,41.9,6498.27,106,4441.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6384,H35797,H,300.2,309.7,9.5,1483,155.30,43.8,6802.11,108,4730.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6385,H35798,H,300.1,309.6,9.5,1463,153.21,45.1,6909.55,113,5096.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6386,L53565,L,300.1,309.7,9.6,1410,147.65,48.3,7131.73,118,5699.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6387,L53566,L,300.2,309.7,9.5,1656,173.42,34.3,5948.17,120,4116,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6388,M21247,M,300.2,309.8,9.6,1487,155.72,39.2,6104.16,122,4782.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6389,H35802,H,300.3,309.9,9.6,1509,158.02,46.6,7363.83,125,5825,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6390,H35803,H,300.3,309.9,9.6,1677,175.62,30.1,5286.01,130,3913,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6391,L53570,L,300.3,309.8,9.5,1450,151.84,55,8351.40,135,7425,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6392,M21251,M,300.2,309.7,9.5,1413,147.97,43,6362.67,137,5891,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6393,L53572,L,300.1,309.7,9.6,1680,175.93,33.8,5946.41,140,4732,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6394,L53573,L,300.2,309.7,9.5,1678,175.72,30.5,5359.45,142,4331,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6395,M21254,M,300.2,309.7,9.5,1408,147.45,44,6487.60,144,6336,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6396,M21255,M,300.1,309.6,9.5,1376,144.09,52.1,7507.32,147,7658.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6397,L53576,L,300,309.6,9.6,1526,159.80,46.4,7414.83,150,6960,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6398,M21257,M,300,309.6,9.6,1587,166.19,32.6,5417.80,152,4955.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6399,L53578,L,300.1,309.7,9.6,1351,141.48,58.2,8233.93,155,9021,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6400,M21259,M,300.1,309.6,9.5,1501,157.18,38,5973.01,157,5966,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6401,L53580,L,300.1,309.7,9.6,1601,167.66,35.8,6002.10,160,5728,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6402,M21261,M,300,309.6,9.6,1573,164.72,39.7,6539.55,162,6431.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6403,M21262,M,300.1,309.6,9.5,1584,165.88,36.7,6087.65,165,6055.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6404,L53583,L,300.1,309.6,9.5,1649,172.68,33.6,5802.14,168,5644.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6405,M21264,M,300.2,309.7,9.5,1183,123.88,61.4,7606.45,170,10438,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6406,L53585,L,300.1,309.7,9.6,2151,225.25,17.5,3941.91,173,3027.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6407,L53586,L,300.2,309.8,9.6,1526,159.80,45.6,7286.99,175,7980,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6408,M21267,M,300.3,309.9,9.6,1611,168.70,29,4892.40,177,5133,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6409,L53588,L,300.3,309.9,9.6,1601,167.66,31.7,5314.71,180,5706,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6410,L53589,L,300.3,310,9.7,1560,163.36,40.8,6665.20,182,7425.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6411,L53590,L,300.4,310.1,9.7,1544,161.69,41.9,6774.70,184,7709.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6412,M21271,M,300.4,310,9.6,1560,163.36,42.3,6910.25,186,7867.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6413,L53592,L,300.4,310,9.6,1423,149.02,44.2,6586.52,189,8353.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6414,L53593,L,300.4,310.1,9.7,1614,169.02,33.5,5662.09,191,6398.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6415,M21274,M,300.4,310.1,9.7,1457,152.58,35.1,5355.44,193,6774.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6416,L53595,L,300.4,310.1,9.7,1503,157.39,42.2,6642.02,196,8271.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6417,H35830,H,300.4,310.1,9.7,1484,155.40,38,5905.36,198,7524,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6418,L53597,L,300.3,309.9,9.6,1540,161.27,39.9,6434.61,203,8099.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6419,H35832,H,300.3,309.9,9.6,1405,147.13,52.1,7665.54,205,10680.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6420,H35833,H,300.3,309.9,9.6,1394,145.98,46.7,6817.24,210,9807,1,1,0,0,0,0,,,,,,,,,,,,,,,,
6421,L53600,L,300.3,309.9,9.6,1518,158.96,36.4,5786.31,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6422,L53601,L,300.3,309.9,9.6,1527,159.91,41.4,6620.15,2,82.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6423,L53602,L,300.3,309.9,9.6,1377,144.20,55.3,7974.21,4,221.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6424,M21283,M,300.3,310,9.7,1537,160.95,37.5,6035.78,6,225,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6425,M21284,M,300.3,310,9.7,1409,147.55,43.2,6374.17,9,388.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6426,L53605,L,300.3,309.9,9.6,1393,145.87,56.1,8183.57,12,673.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6427,L53606,L,300.2,309.7,9.5,1448,151.63,36.8,5580.14,14,515.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6428,L53607,L,300.2,309.8,9.6,1418,148.49,49.3,7320.69,16,788.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6429,M21288,M,300.2,309.8,9.6,1743,182.53,24.1,4398.89,18,433.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6430,M21289,M,300.2,309.8,9.6,1394,145.98,47.4,6919.42,21,995.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6431,L53610,L,300.3,309.8,9.5,1523,159.49,39.2,6251.94,24,940.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6432,L53611,L,300.2,309.8,9.6,1353,141.69,59.4,8416.14,26,1544.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6433,M21292,M,300.3,309.9,9.6,1447,151.53,46.5,7046.12,28,1302,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6434,L53613,L,300.3,309.9,9.6,1570,164.41,34,5589.94,31,1054,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6435,M21294,M,300.3,309.9,9.6,1494,156.45,38.5,6023.38,33,1270.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6436,L53615,L,300.3,309.9,9.6,1621,169.75,34.1,5788.50,36,1227.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6437,L53616,L,300.4,310,9.6,1769,185.25,26.1,4835.01,38,991.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
